Word,PosTag,NamedEntity,PreviousPosTag,PreviousWord,NextPosTag,NextWord
opinion,NN,O,JJ,other,.,?
?,.,O,NN,opinion,"""",""""
"""","""",O,.,?,None,None
Daoud,NNP,I-PER,None,None,VBD,said
said,VBD,O,NNP,Daoud,.,.
.,.,O,VBD,said,None,None
Thousands,NNS,O,None,None,IN,of
of,IN,O,NNS,Thousands,NNS,books
books,NNS,O,IN,of,VBD,were
were,VBD,O,NNS,books,VBN,banned
banned,VBN,O,VBD,were,IN,from
from,IN,O,VBN,banned,NN,sale
sale,NN,O,IN,from,IN,in
in,IN,O,NN,sale,DT,the
the,DT,O,IN,in,NNP,West
West,NNP,I-LOC,DT,the,NNP,Bank
Bank,NNP,I-LOC,NNP,West,CC,and
and,CC,O,NNP,Bank,NNP,Gaza
Gaza,NNP,I-LOC,CC,and,NNP,Strip
Strip,NNP,I-LOC,NNP,Gaza,IN,by
by,IN,O,NNP,Strip,DT,the
the,DT,O,IN,by,JJ,Israeli
Israeli,JJ,I-MISC,DT,the,JJ,military
military,JJ,O,JJ,Israeli,NNS,authorities
authorities,NNS,O,JJ,military,IN,before
before,IN,O,NNS,authorities,DT,the
the,DT,O,IN,before,JJ,Jewish
Jewish,JJ,I-MISC,DT,the,NN,state
state,NN,O,JJ,Jewish,VBD,handed
handed,VBD,O,NN,state,IN,over
over,IN,O,VBD,handed,NNS,parts
parts,NNS,O,IN,over,IN,of
of,IN,O,NNS,parts,DT,the
the,DT,O,IN,of,CD,two
two,CD,O,DT,the,NNS,areas
areas,NNS,O,CD,two,TO,to
to,TO,O,NNS,areas,DT,the
the,DT,O,TO,to,NNP,PLO
PLO,NNP,I-ORG,DT,the,IN,under
under,IN,O,NNP,PLO,DT,a
a,DT,O,IN,under,JJ,self-rule
self-rule,JJ,O,DT,a,NN,deal
deal,NN,O,JJ,self-rule,IN,in
in,IN,O,NN,deal,CD,1994
1994,CD,O,IN,in,.,.
.,.,O,CD,1994,None,None
-DOCSTART-,-X-,O,-X-,-DOCSTART-,None,None
Egypt,NNP,I-LOC,None,None,VBZ,blames
blames,VBZ,O,NNP,Egypt,NNP,Istanbul
Istanbul,NNP,I-LOC,VBZ,blames,NN,control
control,NN,O,NNP,Istanbul,NN,tower
tower,NN,O,NN,control,IN,for
for,IN,O,NN,tower,NN,accident
accident,NN,O,IN,for,.,.
.,.,O,NN,accident,None,None
CAIRO,NNP,I-LOC,None,None,CD,1996-08-22
1996-08-22,CD,O,NNP,CAIRO,None,None
The,DT,O,None,None,NN,chairman
chairman,NN,O,DT,The,IN,of
of,IN,O,NN,chairman,JJ,national
national,JJ,O,IN,of,NN,carrier
carrier,NN,O,JJ,national,NNP,EgyptAir
EgyptAir,NNP,I-ORG,NN,carrier,IN,on
on,IN,O,NNP,EgyptAir,NNP,Thursday
Thursday,NNP,O,IN,on,VBD,blamed
blamed,VBD,O,NNP,Thursday,DT,the
the,DT,O,VBD,blamed,NN,control
control,NN,O,DT,the,NN,tower
tower,NN,O,NN,control,IN,at
at,IN,O,NN,tower,NNP,Istanbul
Istanbul,NNP,I-LOC,IN,at,NN,airport
airport,NN,O,NNP,Istanbul,IN,for
for,IN,O,NN,airport,DT,the
the,DT,O,IN,for,NNP,EgyptAir
EgyptAir,NNP,I-ORG,DT,the,NN,plane
plane,NN,O,NNP,EgyptAir,NN,accident
accident,NN,O,NN,plane,.,.
.,.,O,NN,accident,None,None
Twenty,CD,O,None,None,NNS,people
people,NNS,O,CD,Twenty,VBD,were
were,VBD,O,NNS,people,VBN,injured
injured,VBN,O,VBD,were,IN,on
on,IN,O,VBN,injured,NNP,Wednesday
Wednesday,NNP,O,IN,on,WRB,when
when,WRB,O,NNP,Wednesday,DT,the
the,DT,O,WRB,when,NNP,EgyptAir
EgyptAir,NNP,I-ORG,DT,the,NNP,Boeing
Boeing,NNP,I-MISC,NNP,EgyptAir,CD,707
707,CD,O,NNP,Boeing,VBP,overshot
overshot,VBP,O,CD,707,DT,the
the,DT,O,VBP,overshot,NN,runway
runway,NN,O,DT,the,",",","
",",",",O,NN,runway,VBD,caught
caught,VBD,O,",",",",NN,fire
fire,NN,O,VBD,caught,",",","
",",",",O,NN,fire,VBD,hit
hit,VBD,O,",",",",DT,a
a,DT,O,VBD,hit,NN,taxi
taxi,NN,O,DT,a,CC,and
and,CC,O,NN,taxi,VBD,skipped
skipped,VBD,O,CC,and,IN,across
across,IN,O,VBD,skipped,DT,a
a,DT,O,IN,across,NN,road
road,NN,O,DT,a,IN,onto
onto,IN,O,NN,road,DT,a
a,DT,O,IN,onto,NN,railway
railway,NN,O,DT,a,NN,line
line,NN,O,NN,railway,.,.
.,.,O,NN,line,None,None
Chairman,NNP,O,None,None,NNP,Mohamed
Mohamed,NNP,I-PER,NNP,Chairman,NNP,Fahim
Fahim,NNP,I-PER,NNP,Mohamed,NNP,Rayyan
Rayyan,NNP,I-PER,NNP,Fahim,VBD,told
told,VBD,O,NNP,Rayyan,DT,a
a,DT,O,VBD,told,NN,news
news,NN,O,DT,a,NN,conference
conference,NN,O,NN,news,IN,at
at,IN,O,NN,conference,NNP,Cairo
Cairo,NNP,I-LOC,IN,at,NN,airport
airport,NN,O,NNP,Cairo,:,:
:,:,O,NN,airport,"""",""""
"""","""",O,:,:,DT,The
The,DT,O,"""","""",NN,control
control,NN,O,DT,The,NN,tower
tower,NN,O,NN,control,MD,should
should,MD,O,NN,tower,VB,have
have,VB,O,MD,should,VBN,allocated
allocated,VBN,O,VB,have,DT,the
the,DT,O,VBN,allocated,NN,plane
plane,NN,O,DT,the,DT,another
another,DT,O,NN,plane,NN,runway
runway,NN,O,DT,another,",",","
",",",",O,NN,runway,RB,instead
instead,RB,O,",",",",IN,of
of,IN,O,RB,instead,DT,the
the,DT,O,IN,of,NN,one
one,NN,O,DT,the,DT,the
the,DT,O,NN,one,NN,plane
plane,NN,O,DT,the,VBD,landed
landed,VBD,O,NN,plane,RP,on
on,RP,O,VBD,landed,.,.
.,.,O,RP,on,"""",""""
"""","""",O,.,.,None,None
"""","""",O,None,None,DT,The
The,DT,O,"""","""",CD,one
one,CD,O,DT,The,PRP,it
it,PRP,O,CD,one,VBD,landed
landed,VBD,O,PRP,it,IN,on
on,IN,O,VBD,landed,VBZ,is
is,VBZ,O,IN,on,CD,"2,250"
"2,250",CD,O,VBZ,is,NNS,metres
metres,NNS,O,CD,"2,250",(,(
(,(,O,NNS,metres,CD,"2,460"
"2,460",CD,O,(,(,NNS,yards
yards,NNS,O,CD,"2,460",),)
),),O,NNS,yards,JJ,long
long,JJ,O,),),NN,while
while,NN,O,JJ,long,DT,the
the,DT,O,NN,while,JJ,other
other,JJ,O,DT,the,CD,one
one,CD,O,JJ,other,IN,if
if,IN,O,CD,one,JJR,more
more,JJR,O,IN,if,IN,than
than,IN,O,JJR,more,CD,"3,000"
"3,000",CD,O,IN,than,NNS,metres
metres,NNS,O,CD,"3,000",(,(
(,(,O,NNS,metres,CD,"3,300"
"3,300",CD,O,(,(,NNS,yards
yards,NNS,O,CD,"3,300",),)
),),O,NNS,yards,JJ,long
long,JJ,O,),),CC,and
and,CC,O,JJ,long,VBZ,is
is,VBZ,O,CC,and,RBR,less
less,RBR,O,VBZ,is,JJ,steep
steep,JJ,O,RBR,less,",",","
",",",",O,JJ,steep,"""",""""
"""","""",O,",",",",PRP,he
he,PRP,O,"""","""",VBD,added
added,VBD,O,PRP,he,.,.
.,.,O,VBD,added,None,None
He,PRP,O,None,None,VBD,said
said,VBD,O,PRP,He,DT,a
a,DT,O,VBD,said,JJ,Turkish
Turkish,JJ,I-MISC,DT,a,JJ,civil
civil,JJ,O,JJ,Turkish,NN,aviation
aviation,NN,O,JJ,civil,NN,authority
authority,NN,O,NN,aviation,NN,official
official,NN,O,NN,authority,VBD,had
had,VBD,O,NN,official,VBN,made
made,VBN,O,VBD,had,DT,the
the,DT,O,VBN,made,JJ,same
same,JJ,O,DT,the,NN,point
point,NN,O,JJ,same,CC,and
and,CC,O,NN,point,PRP,he
he,PRP,O,CC,and,VBD,noted
noted,VBD,O,PRP,he,IN,that
that,IN,O,VBD,noted,DT,a
a,DT,O,IN,that,JJ,Turkish
Turkish,JJ,I-MISC,DT,a,NN,plane
plane,NN,O,JJ,Turkish,VBD,had
had,VBD,O,NN,plane,DT,a
a,DT,O,VBD,had,JJ,similar
similar,JJ,O,DT,a,NN,accident
accident,NN,O,JJ,similar,RB,there
there,RB,O,NN,accident,IN,in
in,IN,O,RB,there,CD,1994
1994,CD,O,IN,in,.,.
.,.,O,CD,1994,None,None
The,DT,O,None,None,NNP,EgyptAir
EgyptAir,NNP,I-ORG,DT,The,NN,pilot
pilot,NN,O,NNP,EgyptAir,VBN,blamed
blamed,VBN,O,NN,pilot,JJ,Turkish
Turkish,JJ,I-MISC,VBN,blamed,NN,airport
airport,NN,O,JJ,Turkish,NN,staff
staff,NN,O,NN,airport,IN,for
for,IN,O,NN,staff,VBG,misleading
misleading,VBG,O,IN,for,PRP,him
him,PRP,O,VBG,misleading,.,.
.,.,O,PRP,him,None,None
The,DT,O,None,None,NN,landing
landing,NN,O,DT,The,VBD,took
took,VBD,O,NN,landing,NN,place
place,NN,O,VBD,took,IN,after
after,IN,O,NN,place,DT,a
a,DT,O,IN,after,NN,rainstorm
rainstorm,NN,O,DT,a,.,.
.,.,O,NN,rainstorm,None,None
"""","""",O,None,None,PRP$,Its
Its,PRP$,O,"""","""",RB,not
not,RB,O,PRP$,Its,DT,an
an,DT,O,RB,not,NN,accident
accident,NN,O,DT,an,.,.
.,.,O,NN,accident,None,None
It,PRP,O,None,None,VBZ,'s
's,VBZ,O,PRP,It,RB,very
very,RB,O,VBZ,'s,JJ,wet
wet,JJ,O,RB,very,.,.
.,.,O,JJ,wet,None,None
The,DT,O,None,None,NN,brake
brake,NN,O,DT,The,NN,action
action,NN,O,NN,brake,VBZ,is
is,VBZ,O,NN,action,RB,very
very,RB,O,VBZ,is,JJ,poor
poor,JJ,O,RB,very,CC,and
and,CC,O,JJ,poor,DT,the
the,DT,O,CC,and,NN,tower
tower,NN,O,DT,the,VBD,said
said,VBD,O,NN,tower,PRP,it
it,PRP,O,VBD,said,VBZ,'s
's,VBZ,O,PRP,it,NN,medium
medium,NN,O,VBZ,'s,.,.
.,.,O,NN,medium,None,None
That,DT,O,None,None,VBZ,'s
's,VBZ,O,DT,That,JJ,wrong
wrong,JJ,O,VBZ,'s,",",","
",",",",O,JJ,wrong,"""",""""
"""","""",O,",",",",DT,the
the,DT,O,"""","""",NN,pilot
pilot,NN,O,DT,the,VBD,told
told,VBD,O,NN,pilot,JJ,private
private,JJ,O,VBD,told,NNPS,Ihlas
Ihlas,NNPS,I-ORG,JJ,private,NN,news
news,NN,O,NNPS,Ihlas,NN,agency
agency,NN,O,NN,news,IN,in
in,IN,O,NN,agency,NNP,English
English,NNP,I-MISC,IN,in,.,.
.,.,O,NNP,English,None,None
-DOCSTART-,-X-,O,-X-,-DOCSTART-,None,None
Egypt,NNP,I-LOC,None,None,VBZ,wants
wants,VBZ,O,NNP,Egypt,NN,nothing
nothing,NN,O,VBZ,wants,TO,to
to,TO,O,NN,nothing,VB,do
do,VB,O,TO,to,IN,with
with,IN,O,VB,do,NNP,Sudanese
Sudanese,NNP,I-MISC,IN,with,NNS,rulers
rulers,NNS,O,NNP,Sudanese,.,.
.,.,O,NNS,rulers,None,None
CAIRO,NNP,I-LOC,None,None,CD,1996-08-22
1996-08-22,CD,O,NNP,CAIRO,None,None
The,DT,O,None,None,JJ,Egyptian
Egyptian,JJ,I-MISC,DT,The,NN,government
government,NN,O,JJ,Egyptian,MD,will
will,MD,O,NN,government,VB,have
have,VB,O,MD,will,NN,nothing
nothing,NN,O,VB,have,RBR,more
more,RBR,O,NN,nothing,TO,to
to,TO,O,RBR,more,VBP,do
do,VBP,O,TO,to,IN,with
with,IN,O,VBP,do,DT,the
the,DT,O,IN,with,NNP,Sudanese
Sudanese,NNP,I-MISC,DT,the,NN,government
government,NN,O,NNP,Sudanese,IN,because
because,IN,O,NN,government,PRP,it
it,PRP,O,IN,because,VBZ,continues
continues,VBZ,O,PRP,it,TO,to
to,TO,O,VBZ,continues,NN,shelter
shelter,NN,O,TO,to,CC,and
and,CC,O,NN,shelter,NN,support
support,NN,O,CC,and,JJ,Egyptian
Egyptian,JJ,I-MISC,NN,support,NNS,militants
militants,NNS,O,JJ,Egyptian,",",","
",",",",O,NNS,militants,NNP,President
President,NNP,O,",",",",NNP,Hosni
Hosni,NNP,I-PER,NNP,President,NNP,Mubarak
Mubarak,NNP,I-PER,NNP,Hosni,VBD,said
said,VBD,O,NNP,Mubarak,IN,in
in,IN,O,VBD,said,DT,a
a,DT,O,IN,in,NN,speech
speech,NN,O,DT,a,IN,on
on,IN,O,NN,speech,NNP,Thursday
Thursday,NNP,O,IN,on,.,.
.,.,O,NNP,Thursday,None,None
Egypt,NNP,I-LOC,None,None,VBZ,says
says,VBZ,O,NNP,Egypt,DT,the
the,DT,O,VBZ,says,NNP,Sudanese
Sudanese,NNP,I-MISC,DT,the,NN,government
government,NN,O,NNP,Sudanese,VBD,helped
helped,VBD,O,NN,government,DT,the
the,DT,O,VBD,helped,NNP,Moslem
Moslem,NNP,I-MISC,DT,the,NNS,militants
militants,NNS,O,NNP,Moslem,WP,who
who,WP,O,NNS,militants,VBD,tried
tried,VBD,O,WP,who,TO,to
to,TO,O,VBD,tried,VB,kill
kill,VB,O,TO,to,NNP,Mubarak
Mubarak,NNP,I-PER,VB,kill,IN,in
in,IN,O,NNP,Mubarak,NNP,Addis
Addis,NNP,I-LOC,IN,in,NNP,Ababa
Ababa,NNP,I-LOC,NNP,Addis,JJ,last
last,JJ,O,NNP,Ababa,NN,year
year,NN,O,JJ,last,.,.
.,.,O,NN,year,None,None
It,PRP,O,None,None,VBD,sponsored
sponsored,VBD,O,PRP,It,JJ,last
last,JJ,O,VBD,sponsored,NN,week
week,NN,O,JJ,last,POS,'s
's,POS,O,NN,week,NNP,U.N.
U.N.,NNP,I-ORG,POS,'s,NNP,Security
Security,NNP,I-ORG,NNP,U.N.,NNP,Council
Council,NNP,I-ORG,NNP,Security,NN,resolution
resolution,NN,O,NNP,Council,VBG,threatening
threatening,VBG,O,NN,resolution,DT,a
a,DT,O,VBG,threatening,NN,ban
ban,NN,O,DT,a,IN,on
on,IN,O,NN,ban,NNP,Sudanese
Sudanese,NNP,I-MISC,IN,on,NNS,flights
flights,NNS,O,NNP,Sudanese,RB,abroad
abroad,RB,O,NNS,flights,IN,if
if,IN,O,RB,abroad,NNP,Khartoum
Khartoum,NNP,I-LOC,IN,if,VBZ,does
does,VBZ,O,NNP,Khartoum,RB,not
not,RB,O,VBZ,does,NN,hand
hand,NN,O,RB,not,IN,over
over,IN,O,NN,hand,CD,three
three,CD,O,IN,over,NNS,men
men,NNS,O,CD,three,VBN,accused
accused,VBN,O,NNS,men,IN,in
in,IN,O,VBN,accused,DT,the
the,DT,O,IN,in,NNP,Addis
Addis,NNP,I-LOC,DT,the,NNP,Ababa
Ababa,NNP,I-LOC,NNP,Addis,NN,incident
incident,NN,O,NNP,Ababa,.,.
.,.,O,NN,incident,None,None
The,DT,O,None,None,NNS,sanctions
sanctions,NNS,O,DT,The,MD,will
will,MD,O,NNS,sanctions,VB,come
come,VB,O,MD,will,IN,into
into,IN,O,VB,come,NN,effect
effect,NN,O,IN,into,IN,in
in,IN,O,NN,effect,NNP,November
November,NNP,O,IN,in,IN,if
if,IN,O,NNP,November,NNP,Sudan
Sudan,NNP,I-LOC,IN,if,VBZ,fails
fails,VBZ,O,NNP,Sudan,TO,to
to,TO,O,VBZ,fails,VB,extradite
extradite,VB,O,TO,to,DT,the
the,DT,O,VB,extradite,NNS,men
men,NNS,O,DT,the,",",","
",",",",O,NNS,men,CC,but
but,CC,O,",",",",NNP,Sudan
Sudan,NNP,I-LOC,CC,but,VBZ,says
says,VBZ,O,NNP,Sudan,PRP,it
it,PRP,O,VBZ,says,MD,cannot
cannot,MD,O,PRP,it,VB,hand
hand,VB,O,MD,cannot,PRP,them
them,PRP,O,VB,hand,IN,over
over,IN,O,PRP,them,TO,to
to,TO,O,IN,over,NNP,Ethiopia
Ethiopia,NNP,I-LOC,TO,to,IN,for
for,IN,O,NNP,Ethiopia,NN,trial
trial,NN,O,IN,for,IN,because
because,IN,O,NN,trial,PRP,they
they,PRP,O,IN,because,VBP,are
are,VBP,O,PRP,they,RB,not
not,RB,O,VBP,are,IN,in
in,IN,O,RB,not,NNP,Sudan
Sudan,NNP,I-LOC,IN,in,.,.
.,.,O,NNP,Sudan,None,None
"""","""",O,None,None,PRP,We
We,PRP,O,"""","""",VBP,are
are,VBP,O,PRP,We,RB,still
still,RB,O,VBP,are,JJ,eager
eager,JJ,O,RB,still,IN,that
that,IN,O,JJ,eager,NN,nothing
nothing,NN,O,IN,that,MD,should
should,MD,O,NN,nothing,VB,affect
affect,VB,O,MD,should,DT,the
the,DT,O,VB,affect,NNP,Sudanese
Sudanese,NNP,I-MISC,DT,the,NNS,people
people,NNS,O,NNP,Sudanese,CC,but
but,CC,O,NNS,people,PRP,we
we,PRP,O,CC,but,MD,will
will,MD,O,PRP,we,RB,not
not,RB,O,MD,will,VB,deal
deal,VB,O,RB,not,IN,with
with,IN,O,VB,deal,DT,the
the,DT,O,IN,with,JJ,current
current,JJ,O,DT,the,NN,regime
regime,NN,O,JJ,current,CC,or
or,CC,O,NN,regime,DT,the
the,DT,O,CC,or,NNP,Turabi
Turabi,NNP,I-PER,DT,the,NN,front
front,NN,O,NNP,Turabi,CC,or
or,CC,O,NN,front,WDT,whatever
whatever,WDT,O,CC,or,",",","
",",",",O,WDT,whatever,"""",""""
"""","""",O,",",",",NNP,Mubarak
Mubarak,NNP,I-PER,"""","""",VBD,told
told,VBD,O,NNP,Mubarak,DT,a
a,DT,O,VBD,told,NN,group
group,NN,O,DT,a,IN,of
of,IN,O,NN,group,NNS,academics
academics,NNS,O,IN,of,.,.
.,.,O,NNS,academics,None,None
Hassan,NNP,I-PER,None,None,JJ,al-Turabi
al-Turabi,JJ,I-PER,NNP,Hassan,VBZ,is
is,VBZ,O,JJ,al-Turabi,DT,the
the,DT,O,VBZ,is,NN,leader
leader,NN,O,DT,the,IN,of
of,IN,O,NN,leader,DT,the
the,DT,O,IN,of,NNP,National
National,NNP,I-ORG,DT,the,NNP,Islamic
Islamic,NNP,I-ORG,NNP,National,NNP,Front
Front,NNP,I-ORG,NNP,Islamic,",",","
",",",",O,NNP,Front,DT,the
the,DT,O,",",",",JJ,political
political,JJ,O,DT,the,NN,force
force,NN,O,JJ,political,IN,behind
behind,IN,O,NN,force,DT,the
the,DT,O,IN,behind,NNP,Sudanese
Sudanese,NNP,I-MISC,DT,the,NN,government
government,NN,O,NNP,Sudanese,.,.
.,.,O,NN,government,None,None
"""","""",O,None,None,PRP,I
I,PRP,O,"""","""",VBP,do
do,VBP,O,PRP,I,RB,n't
n't,RB,O,VBP,do,VB,want
want,VB,O,RB,n't,TO,to
to,TO,O,VB,want,VB,go
go,VB,O,TO,to,IN,into
into,IN,O,VB,go,JJR,more
more,JJR,O,IN,into,NNS,details
details,NNS,O,JJR,more,IN,than
than,IN,O,NNS,details,IN,that
that,IN,O,IN,than,CC,but
but,CC,O,IN,that,EX,there
there,EX,O,CC,but,VBP,are
are,VBP,O,EX,there,JJR,more
more,JJR,O,VBP,are,NNS,details
details,NNS,O,JJR,more,CC,and
and,CC,O,NNS,details,PRP,they
they,PRP,O,CC,and,VBP,are
are,VBP,O,PRP,they,JJ,bitter
bitter,JJ,O,VBP,are,.,.
.,.,O,JJ,bitter,None,None
There,EX,O,None,None,VBP,are
are,VBP,O,EX,There,NNS,terrorists
terrorists,NNS,O,VBP,are,PRP,they
they,PRP,O,NNS,terrorists,VBP,are
are,VBP,O,PRP,they,VBG,sheltering
sheltering,VBG,O,VBP,are,CC,and
and,CC,O,VBG,sheltering,PRP,they
they,PRP,O,CC,and,VBP,make
make,VBP,O,PRP,they,NNP,Sudanese
Sudanese,NNP,I-MISC,VBP,make,VBZ,passorts
passorts,VBZ,O,NNP,Sudanese,IN,for
for,IN,O,VBZ,passorts,PRP,them
them,PRP,O,IN,for,CC,and
and,CC,O,PRP,them,PRP,they
they,PRP,O,CC,and,VBP,get
get,VBP,O,PRP,they,VBN,paid
paid,VBN,O,VBP,get,IN,by
by,IN,O,VBN,paid,PRP,them
them,PRP,O,IN,by,",",","
",",",",O,PRP,them,"""",""""
"""","""",O,",",",",NNP,Mubarak
Mubarak,NNP,I-PER,"""","""",VBD,said
said,VBD,O,NNP,Mubarak,.,.
.,.,O,VBD,said,None,None
He,PRP,O,None,None,VBD,did
did,VBD,O,PRP,He,RB,not
not,RB,O,VBD,did,VB,say
say,VB,O,RB,not,IN,if
if,IN,O,VB,say,NNP,Egypt
Egypt,NNP,I-LOC,IN,if,MD,would
would,MD,O,NNP,Egypt,VB,go
go,VB,O,MD,would,RB,so
so,RB,O,VB,go,RB,far
far,RB,O,RB,so,IN,as
as,IN,O,RB,far,TO,to
to,TO,O,IN,as,VB,break
break,VB,O,TO,to,NNS,relations
relations,NNS,O,VB,break,",",","
",",",",O,NNS,relations,DT,a
a,DT,O,",",",",NN,step
step,NN,O,DT,a,PRP,it
it,PRP,O,NN,step,VBZ,has
has,VBZ,O,PRP,it,VBN,been
been,VBN,O,VBZ,has,JJ,reluctant
reluctant,JJ,O,VBN,been,TO,to
to,TO,O,JJ,reluctant,VB,take
take,VB,O,TO,to,",",","
",",",",O,VB,take,RB,ostensibly
ostensibly,RB,O,",",",",IN,because
because,IN,O,RB,ostensibly,PRP,it
it,PRP,O,IN,because,MD,would
would,MD,O,PRP,it,VB,affect
affect,VB,O,MD,would,JJ,ordinary
ordinary,JJ,O,VB,affect,NNP,Sudanese
Sudanese,NNP,I-MISC,JJ,ordinary,.,.
.,.,O,NNP,Sudanese,None,None
-DOCSTART-,-X-,O,-X-,-DOCSTART-,None,None
Turkish,JJ,I-MISC,None,None,NNS,shares
shares,NNS,O,JJ,Turkish,VB,shed
shed,VB,O,NNS,shares,NNS,gains
gains,NNS,O,VB,shed,IN,in
in,IN,O,NNS,gains,NN,profit-taking
profit-taking,NN,O,IN,in,.,.
.,.,O,NN,profit-taking,None,None
ISTANBUL,NNP,I-LOC,None,None,CD,1996-08-22
1996-08-22,CD,O,NNP,ISTANBUL,None,None
Turkish,JJ,I-MISC,None,None,NNS,shares
shares,NNS,O,JJ,Turkish,VBD,ended
ended,VBD,O,NNS,shares,JJR,lower
lower,JJR,O,VBD,ended,IN,on
on,IN,O,JJR,lower,NNP,Thursday
Thursday,NNP,O,IN,on,",",","
",",",",O,NNP,Thursday,VBG,shedding
shedding,VBG,O,",",",",NNS,gains
gains,NNS,O,VBG,shedding,IN,of
of,IN,O,NNS,gains,JJR,earlier
earlier,JJR,O,IN,of,IN,in
in,IN,O,JJR,earlier,DT,the
the,DT,O,IN,in,NN,week
week,NN,O,DT,the,IN,amid
amid,IN,O,NN,week,NN,profit-taking
profit-taking,NN,O,IN,amid,NNS,sales
sales,NNS,O,NN,profit-taking,",",","
",",",",O,NNS,sales,NNS,brokers
brokers,NNS,O,",",",",VBD,said
said,VBD,O,NNS,brokers,.,.
.,.,O,VBD,said,None,None
The,DT,O,None,None,NN,IMKB-100
IMKB-100,NN,I-MISC,DT,The,VBD,lost
lost,VBD,O,NN,IMKB-100,CD,0.19
0.19,CD,O,VBD,lost,NN,percent
percent,NN,O,CD,0.19,CC,or
or,CC,O,NN,percent,CD,123.89
123.89,CD,O,CC,or,NNS,points
points,NNS,O,CD,123.89,TO,to
to,TO,O,NNS,points,VB,end
end,VB,O,TO,to,IN,at
at,IN,O,VB,end,CD,"64,178.78"
"64,178.78",CD,O,IN,at,.,.
.,.,O,CD,"64,178.78",None,None
Gains,NNS,O,None,None,RB,so
so,RB,O,NNS,Gains,RB,far
far,RB,O,RB,so,DT,this
this,DT,O,RB,far,NN,week
week,NN,O,DT,this,VBP,have
have,VBP,O,NN,week,VBN,totalled
totalled,VBN,O,VBP,have,CD,2.92
2.92,CD,O,VBN,totalled,NN,percent
percent,NN,O,CD,2.92,.,.
.,.,O,NN,percent,None,None
Daily,JJ,O,None,None,NN,volume
volume,NN,O,JJ,Daily,VBD,dropped
dropped,VBD,O,NN,volume,TO,to
to,TO,O,VBD,dropped,CD,7.2
7.2,CD,O,TO,to,CD,trillion
trillion,CD,O,CD,7.2,NN,lira
lira,NN,O,CD,trillion,IN,from
from,IN,O,NN,lira,NNP,Wednesday
Wednesday,NNP,O,IN,from,POS,'s
's,POS,O,NNP,Wednesday,CD,7.8
7.8,CD,O,POS,'s,CD,trillion
trillion,CD,O,CD,7.8,JJ,lira
lira,JJ,O,CD,trillion,.,.
.,.,O,JJ,lira,None,None
"""","""",O,None,None,NN,Profit-taking
Profit-taking,NN,O,"""","""",NNS,sales
sales,NNS,O,NN,Profit-taking,IN,in
in,IN,O,NNS,sales,DT,the
the,DT,O,IN,in,NN,afternoon
afternoon,NN,O,DT,the,VBD,showed
showed,VBD,O,NN,afternoon,DT,the
the,DT,O,VBD,showed,JJS,latest
latest,JJS,O,DT,the,NNS,gains
gains,NNS,O,JJS,latest,IN,of
of,IN,O,NNS,gains,DT,the
the,DT,O,IN,of,NN,index
index,NN,O,DT,the,VBD,were
were,VBD,O,NN,index,RB,actually
actually,RB,O,VBD,were,DT,a
a,DT,O,RB,actually,NN,reaction
reaction,NN,O,DT,a,NN,rise
rise,NN,O,NN,reaction,.,.
.,.,O,NN,rise,None,None
I,PRP,O,None,None,VBP,expect
expect,VBP,O,PRP,I,DT,the
the,DT,O,VBP,expect,NN,market
market,NN,O,DT,the,TO,to
to,TO,O,NN,market,VB,go
go,VB,O,TO,to,RB,as
as,RB,O,VB,go,RB,far
far,RB,O,RB,as,RB,down
down,RB,O,RB,far,IN,as
as,IN,O,RB,down,CD,"63,000"
"63,000",CD,O,IN,as,NN,tomorrow
tomorrow,NN,O,CD,"63,000",IN,if
if,IN,O,NN,tomorrow,NNS,sales
sales,NNS,O,IN,if,VBP,continue
continue,VBP,O,NNS,sales,",",","
",",",",O,VBP,continue,"""",""""
"""","""",O,",",",",VBD,said
said,VBD,O,"""","""",NNP,Burcin
Burcin,NNP,I-PER,VBD,said,NNP,Mavituna
Mavituna,NNP,I-PER,NNP,Burcin,IN,from
from,IN,O,NNP,Mavituna,NNP,Interbank
Interbank,NNP,I-ORG,IN,from,.,.
.,.,O,NNP,Interbank,None,None
Brokers,NNS,O,None,None,VBD,said
said,VBD,O,NNS,Brokers,NN,profit
profit,NN,O,VBD,said,VBG,taking
taking,VBG,O,NN,profit,NNS,sales
sales,NNS,O,VBG,taking,VBD,had
had,VBD,O,NNS,sales,VBN,come
come,VBN,O,VBD,had,RB,especially
especially,RB,O,VBN,come,IN,as
as,IN,O,RB,especially,DT,the
the,DT,O,IN,as,NN,index
index,NN,O,DT,the,VBD,approached
approached,VBD,O,NN,index,DT,the
the,DT,O,VBD,approached,CD,"65,000"
"65,000",CD,O,DT,the,NN,resistance
resistance,NN,O,CD,"65,000",NN,level
level,NN,O,NN,resistance,.,.
.,.,O,NN,level,None,None
They,PRP,O,None,None,VBD,said
said,VBD,O,PRP,They,DT,the
the,DT,O,VBD,said,NN,index
index,NN,O,DT,the,MD,could
could,MD,O,NN,index,RB,also
also,RB,O,MD,could,VB,rise
rise,VB,O,RB,also,IN,towards
towards,IN,O,VB,rise,CD,"65,000"
"65,000",CD,O,IN,towards,IN,if
if,IN,O,CD,"65,000",DT,the
the,DT,O,IN,if,JJ,cheap
cheap,JJ,O,DT,the,NN,share
share,NN,O,JJ,cheap,NNS,prices
